label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution,basis,notes
97,anterior olfactory nucleus,AO,anterior olfactory nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AON_97,anterior olfactory nucleus,kept_for_review_or_manual_approval,184,233,0,unique_imported,,
100,"anterior olfactory nucleus, external part",AOE,"anterior olfactory nucleus, external part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AONEP_100,"anterior olfactory nucleus, external part",kept_for_review_or_manual_approval,209,233,118,unique_imported,,
101,"anterior olfactory nucleus, lateral part",AOL,"anterior olfactory nucleus, lateral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AONLP_101,"anterior olfactory nucleus, lateral part",kept_for_review_or_manual_approval,226,255,118,unique_imported,,
103,"anterior olfactory nucleus, posterior part",AOP,"anterior olfactory nucleus, posterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AONPP_103,"anterior olfactory nucleus, posterior part",kept_for_review_or_manual_approval,196,233,59,unique_imported,,
105,"anterior olfactory nucleus, ventroposterior part",AOV,"anterior olfactory nucleus, ventroposterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AONVP_105,"anterior olfactory nucleus, ventroposterior part",kept_for_review_or_manual_approval,199,255,0,unique_imported,,
106,area postrema,AP,area postrema,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AP_106,area postrema,kept_for_review_or_manual_approval,0,169,223,unique_imported,,
107,anterior pretectal nucleus,APT,anterior pretectal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,APN_107,anterior pretectal nucleus,kept_for_review_or_manual_approval,59,104,233,unique_imported,,
108,"anterior pretectal nucleus, dorsal part",APTD,"anterior pretectal nucleus, dorsal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,APNDP_108,"anterior pretectal nucleus, dorsal part",kept_for_review_or_manual_approval,0,69,255,unique_imported,,
109,"anterior pretectal nucleus, ventral part",APTV,"anterior pretectal nucleus, ventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,APNVP_109,"anterior pretectal nucleus, ventral part",kept_for_review_or_manual_approval,178,197,255,unique_imported,,
110,amygdalopiriform transition area,APir,amygdalopiriform transition area,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ATA_110,amygdalopiriform transition area,kept_for_review_or_manual_approval,240,255,89,unique_imported,,
112,anterior tegmental nucleus,ATg,anterior tegmental nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ATN_112,anterior tegmental nucleus,kept_for_review_or_manual_approval,118,254,255,unique_imported,,
114,anteroventral thalamic nucleus,AV,anteroventral thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ATN_114,anteroventral thalamic nucleus,kept_for_review_or_manual_approval,223,133,0,unique_imported,,
115,"anteroventral thalamic nucleus, dorsomedial part",AVDM,"anteroventral thalamic nucleus, dorsomedial part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ATNDP_115,"anterovent thalamic nucleus, dorsomedial part",kept_for_review_or_manual_approval,255,223,178,unique_imported,,
117,anteroventral periventricular nucleus,AVPe,anteroventral periventricular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,APN_117,anteroventral periventricular nucleus,kept_for_review_or_manual_approval,255,123,0,unique_imported,,
118,"anteroventral thalamic nucleus, ventrolateral part",AVVL,"anteroventral thalamic nucleus, ventrolateral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ATNVP_118,"anteroventral thalamic nucleus, ventrolateral part",kept_for_review_or_manual_approval,255,152,0,unique_imported,,
119,accumbens nucleus,Acb,accumbens nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AN_119,accumbens nucleus,kept_for_review_or_manual_approval,255,249,178,unique_imported,,
120,"accumbens nucleus, core",AcbC,"accumbens nucleus, core",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ANC_120,"accumbens nucleus, core",kept_for_review_or_manual_approval,255,243,89,unique_imported,,
122,"accumbens nucleus, shell",AcbSh,"accumbens nucleus, shell",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ANS_122,"accumbens nucleus, shell",kept_for_review_or_manual_approval,233,218,0,unique_imported,,
128,alar nucleus,Al,alar nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AN_128,alar nucleus,kept_for_review_or_manual_approval,128,95,212,unique_imported,,
130,"ambiguus nucleus, compact part",AmbC,"ambiguus nucleus, compact part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ANCP_130,"ambiguus nucleus, compact part",kept_for_review_or_manual_approval,89,255,105,unique_imported,,
131,"ambiguus nucleus, loose part",AmbL,"ambiguus nucleus, loose part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ANLP_131,"ambiguus nucleus, loose part",kept_for_review_or_manual_approval,0,255,28,unique_imported,,
132,"ambiguus nucleus, subcompact part",AmbSc,"ambiguus nucleus, subcompact part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ANSP_132,"ambiguus nucleus, subcompact part",kept_for_review_or_manual_approval,178,255,187,unique_imported,,
133,-------,USOL1B_133,"unresolved_small_or_local_133_between_ambiguus nucleus, subcompact p__and__angular thalamic nucleus",paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,USOL1B_133,"unresolved_small_or_local_133_between_ambiguus nucleus, subcompact p__and__angular thalamic nucleus",kept_nonapplying_placeholder_aligned_to_current,255,132,89,,,
134,angular thalamic nucleus,Ang,angular thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ATN_134,angular thalamic nucleus,kept_for_review_or_manual_approval,212,183,107,unique_imported,,
137,aqueduct,Aq,aqueduct,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,A_137,aqueduct,kept_for_review_or_manual_approval,223,0,69,unique_imported,,
138,arcuate hypothalamic nucleus,Arc,arcuate hypothalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AHN_138,arcuate hypothalamic nucleus,kept_for_review_or_manual_approval,255,117,0,unique_imported,,
139,"arcuate hypothalamic nucleus, dorsal part",ArcD,"arcuate hypothalamic nucleus, dorsal part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AHNDP_139,"arcuate hypothalamic nucleus, dorsal part",kept_for_review_or_manual_approval,255,213,178,unique_imported,,
140,"arcuate hypothalamic nucleus, lateral part",ArcL,"arcuate hypothalamic nucleus, lateral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AHNLP_140,"arcuate hypothalamic nucleus, lateral part",kept_for_review_or_manual_approval,233,106,0,unique_imported,,
141,"arcuate hypothalamic nucleus, lateroposterior part",ArcLP,"arcuate hypothalamic nucleus, lateroposterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AHNLP_141,"arcuate hypothalamic nucleus, lateroposterior part",kept_for_review_or_manual_approval,255,165,89,unique_imported,,
142,"arcuate hypothalamic nucleus, medial part",ArcM,"arcuate hypothalamic nucleus, medial part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AHNMP_142,"arcuate hypothalamic nucleus, medial part",kept_for_review_or_manual_approval,233,155,89,unique_imported,,
143,"arcuate hypothalamic nucleus, medial posterior part",ArcMP,"arcuate hypothalamic nucleus, medial posterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AHNMPP_143,"arcuate hypothalamic nucleus, medial posterior part",kept_for_review_or_manual_approval,255,117,0,unique_imported,,
145,auditory cortex,Au,auditory cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AC_145,auditory cortex,kept_for_review_or_manual_approval,255,251,0,unique_imported,,
146,primary auditory cortex,Au1,primary auditory cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,Au1,primary auditory cortex,kept_for_review_or_manual_approval,255,251,0,unique_imported,,
148,"secondary auditory cortex, dorsal area",AuD,"secondary auditory cortex, dorsal area",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AuD,"secondary auditory cortex, dorsal area",kept_for_review_or_manual_approval,255,250,0,unique_imported,,
149,"secondary auditory cortex, ventral area",AuV,"secondary auditory cortex, ventral area",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AuV,"secondary auditory cortex, ventral area",kept_for_review_or_manual_approval,255,253,178,unique_imported,,
150,basal nucleus (Meynert),B,basal nucleus (Meynert),deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BNM_150,basal nucleus (Meynert),kept_for_review_or_manual_approval,255,251,178,unique_imported,,
152,B9 serotonin cells,B9,B9 serotonin cells,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BSC_152,B9 serotonin cells,kept_for_review_or_manual_approval,118,239,217,unique_imported,,
153,bed nucleus of the anterior commissure,BAC,bed nucleus of the anterior commissure,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BNOTAC_153,bed nucleus of the anterior commissure,kept_for_review_or_manual_approval,212,69,0,unique_imported,,
154,bed nucleus of the accessory olfactory tract,BAOT,bed nucleus of the accessory olfactory tract,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BNOTAO_154,bed nucleus of the accessory olfactory tract,kept_for_review_or_manual_approval,255,245,0,unique_imported,,
155,basal ganglia,BG,basal ganglia,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,approved,BG_155,basal ganglia,kept_for_review_or_manual_approval,233,214,0,,manual_chat_curation_2026-06-23,approved_cleaned_parent_region_acronym
156,nucleus of the brachium of the inferior colliculus,BIC,nucleus of the brachium of the inferior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NOTBOT_156,nucleus of the brachium of the inferior colliculus,kept_for_review_or_manual_approval,0,47,255,unique_imported,,
157,basolateral amygdaloid nucleus,BL,basolateral amygdaloid nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BAN_157,basolateral amygdaloid nucleus,kept_for_review_or_manual_approval,212,92,59,unique_imported,,
